,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
3894,Nevada,32.0,2019.0,2019.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,7060.0,2.00 (Unreliable)
3895,Nevada,32.0,2019.0,2019.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,30.0,10614.0,2.85
3896,Nevada,32.0,2019.0,2019.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14.0,9360.0,1.51 (Unreliable)
3897,Nevada,32.0,2019.0,2019.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,16.0,5113.0,3.16 (Unreliable)
3898,New Hampshire,33.0,2007.0,2007.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11.0,2825.0,3.89 (Unreliable)
3899,New Hampshire,33.0,2009.0,2009.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,10.0,3893.0,2.57 (Unreliable)
3900,New Hampshire,33.0,2010.0,2010.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11.0,2638.0,4.17 (Unreliable)
3901,New Hampshire,33.0,2011.0,2011.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11.0,2562.0,4.32 (Unreliable)
3902,New Hampshire,33.0,2012.0,2012.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15.0,3683.0,4.07 (Unreliable)
3903,New Hampshire,33.0,2013.0,2013.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11.0,3646.0,3.02 (Unreliable)
3904,New Hampshire,33.0,2013.0,2013.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13.0,3817.0,3.41 (Unreliable)
3905,New Hampshire,33.0,2015.0,2015.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11.0,4028.0,2.73 (Unreliable)
3906,New Hampshire,33.0,2017.0,2017.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11.0,3660.0,3.01 (Unreliable)
3907,New Hampshire,33.0,2017.0,2017.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,16.0,4094.0,3.91 (Unreliable)
3908,New Hampshire,33.0,2019.0,2019.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,10.0,4268.0,2.34 (Unreliable)
3909,New Jersey,34.0,2007.0,2007.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,27.0,7255.0,3.77
3910,New Jersey,34.0,2007.0,2007.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,7255.0,1.38 (Unreliable)
3911,New Jersey,34.0,2007.0,2007.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,78.0,19831.0,3.93
3912,New Jersey,34.0,2007.0,2007.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17.0,19831.0,0.86 (Unreliable)
3913,New Jersey,34.0,2007.0,2007.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,36.0,19831.0,1.82
3914,New Jersey,34.0,2007.0,2007.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,79.0,29894.0,2.64
3915,New Jersey,34.0,2007.0,2007.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,29894.0,0.64 (Unreliable)
3916,New Jersey,34.0,2007.0,2007.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16.0,29894.0,0.54 (Unreliable)
3917,New Jersey,34.0,2007.0,2007.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,82.0,34076.0,2.40
3918,New Jersey,34.0,2007.0,2007.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20.0,34076.0,0.59
3919,New Jersey,34.0,2007.0,2007.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,55.0,20137.0,2.71
3920,New Jersey,34.0,2007.0,2007.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,20137.0,0.55 (Unreliable)
3921,New Jersey,34.0,2007.0,2007.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,11.0,4374.0,2.54 (Unreliable)
3922,New Jersey,34.0,2008.0,2008.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,35.0,7008.0,5.06
3923,New Jersey,34.0,2008.0,2008.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,7008.0,1.58 (Unreliable)
3924,New Jersey,34.0,2008.0,2008.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,7008.0,1.43 (Unreliable)
3925,New Jersey,34.0,2008.0,2008.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,11.0,7008.0,1.57 (Unreliable)
3926,New Jersey,34.0,2008.0,2008.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,62.0,19053.0,3.25
3927,New Jersey,34.0,2008.0,2008.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,19053.0,1.27
3928,New Jersey,34.0,2008.0,2008.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17.0,19053.0,0.89 (Unreliable)
3929,New Jersey,34.0,2008.0,2008.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,74.0,29272.0,2.53
3930,New Jersey,34.0,2008.0,2008.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20.0,29272.0,0.69
3931,New Jersey,34.0,2008.0,2008.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,29272.0,0.41 (Unreliable)
3932,New Jersey,34.0,2008.0,2008.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,77.0,33278.0,2.32
3933,New Jersey,34.0,2008.0,2008.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36.0,33278.0,1.09
3934,New Jersey,34.0,2008.0,2008.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,52.0,19329.0,2.68
3935,New Jersey,34.0,2008.0,2008.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16.0,19329.0,0.84 (Unreliable)
3936,New Jersey,34.0,2008.0,2008.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,4410.0,2.29 (Unreliable)
3937,New Jersey,34.0,2009.0,2009.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,27.0,6408.0,4.19
3938,New Jersey,34.0,2009.0,2009.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,6408.0,1.90 (Unreliable)
3939,New Jersey,34.0,2009.0,2009.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,59.0,18568.0,3.16
3940,New Jersey,34.0,2009.0,2009.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17.0,18568.0,0.94 (Unreliable)
3941,New Jersey,34.0,2009.0,2009.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,33.0,18568.0,1.80
3942,New Jersey,34.0,2009.0,2009.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,81.0,28707.0,2.83
3943,New Jersey,34.0,2009.0,2009.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,28707.0,0.68 (Unreliable)
3944,New Jersey,34.0,2009.0,2009.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17.0,28707.0,0.60 (Unreliable)
3945,New Jersey,34.0,2009.0,2009.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,91.0,33246.0,2.75
3946,New Jersey,34.0,2009.0,2009.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,33246.0,0.55 (Unreliable)
3947,New Jersey,34.0,2009.0,2009.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16.0,33246.0,0.49 (Unreliable)
3948,New Jersey,34.0,2009.0,2009.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,54.0,18604.0,2.93
3949,New Jersey,34.0,2009.0,2009.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,18604.0,0.71 (Unreliable)
3950,New Jersey,34.0,2009.0,2009.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,17.0,4388.0,3.77 (Unreliable)
3951,New Jersey,34.0,2010.0,2010.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,29.0,5793.0,5.08
3952,New Jersey,34.0,2010.0,2010.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,57.0,17773.0,3.19
3953,New Jersey,34.0,2010.0,2010.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,17773.0,0.86 (Unreliable)
3954,New Jersey,34.0,2010.0,2010.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14.0,17773.0,0.80 (Unreliable)
3955,New Jersey,34.0,2010.0,2010.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,74.0,27455.0,2.70
3956,New Jersey,34.0,2010.0,2010.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,27455.0,0.52 (Unreliable)
3957,New Jersey,34.0,2010.0,2010.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16.0,27455.0,0.60 (Unreliable)
3958,New Jersey,34.0,2010.0,2010.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,92.0,32983.0,2.80
3959,New Jersey,34.0,2010.0,2010.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,32983.0,0.58 (Unreliable)
3960,New Jersey,34.0,2010.0,2010.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,32983.0,0.37 (Unreliable)
3961,New Jersey,34.0,2010.0,2010.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,48.0,18177.0,2.63
3962,New Jersey,34.0,2010.0,2010.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,18177.0,0.83 (Unreliable)
3963,New Jersey,34.0,2011.0,2011.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,14.0,5358.0,2.70 (Unreliable)
3964,New Jersey,34.0,2011.0,2011.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,60.0,17353.0,3.44
3965,New Jersey,34.0,2011.0,2011.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17.0,17353.0,1.00 (Unreliable)
3966,New Jersey,34.0,2011.0,2011.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,25.0,17353.0,1.44
3967,New Jersey,34.0,2011.0,2011.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,58.0,27255.0,2.11
3968,New Jersey,34.0,2011.0,2011.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,27255.0,0.71 (Unreliable)
3969,New Jersey,34.0,2011.0,2011.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,27255.0,0.55 (Unreliable)
3970,New Jersey,34.0,2011.0,2011.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,99.0,33305.0,2.97
3971,New Jersey,34.0,2011.0,2011.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26.0,33305.0,0.79
3972,New Jersey,34.0,2011.0,2011.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,33305.0,0.36 (Unreliable)
3973,New Jersey,34.0,2011.0,2011.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,57.0,17837.0,3.18
3974,New Jersey,34.0,2011.0,2011.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,21.0,17837.0,1.20
3975,New Jersey,34.0,2011.0,2011.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,13.0,4342.0,3.09 (Unreliable)
3976,New Jersey,34.0,2012.0,2012.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,22.0,4772.0,4.68
3977,New Jersey,34.0,2012.0,2012.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,40.0,16827.0,2.36
3978,New Jersey,34.0,2012.0,2012.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17.0,16827.0,1.02 (Unreliable)
3979,New Jersey,34.0,2012.0,2012.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,58.0,26832.0,2.16
3980,New Jersey,34.0,2012.0,2012.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20.0,26832.0,0.75
3981,New Jersey,34.0,2012.0,2012.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,78.0,33144.0,2.36
3982,New Jersey,34.0,2012.0,2012.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,33144.0,0.73
3983,New Jersey,34.0,2012.0,2012.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,51.0,17899.0,2.84
3984,New Jersey,34.0,2012.0,2012.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,17899.0,0.62 (Unreliable)
3985,New Jersey,34.0,2012.0,2012.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,21.0,4362.0,4.88
3986,New Jersey,34.0,2013.0,2013.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,15.0,4188.0,3.66 (Unreliable)
3987,New Jersey,34.0,2013.0,2013.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,49.0,15913.0,3.08
3988,New Jersey,34.0,2013.0,2013.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16.0,15913.0,1.02 (Unreliable)
3989,New Jersey,34.0,2013.0,2013.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,15913.0,0.82 (Unreliable)
3990,New Jersey,34.0,2013.0,2013.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,64.0,26158.0,2.47
3991,New Jersey,34.0,2013.0,2013.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,26158.0,0.39 (Unreliable)
3992,New Jersey,34.0,2013.0,2013.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14.0,26158.0,0.54 (Unreliable)
3993,New Jersey,34.0,2013.0,2013.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,83.0,33638.0,2.47
3994,New Jersey,34.0,2013.0,2013.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22.0,33638.0,0.66
3995,New Jersey,34.0,2013.0,2013.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,33638.0,0.30 (Unreliable)
3996,New Jersey,34.0,2013.0,2013.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,38.0,18165.0,2.08
3997,New Jersey,34.0,2013.0,2013.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16.0,18165.0,0.90 (Unreliable)
3998,New Jersey,34.0,2013.0,2013.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,11.0,4117.0,2.73 (Unreliable)
3999,New Jersey,34.0,2014.0,2014.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,15.0,3678.0,4.17 (Unreliable)
4000,New Jersey,34.0,2014.0,2014.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,39.0,15420.0,2.53
4001,New Jersey,34.0,2014.0,2014.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,15420.0,1.18 (Unreliable)
4002,New Jersey,34.0,2014.0,2014.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,15420.0,0.97 (Unreliable)
4003,New Jersey,34.0,2014.0,2014.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,66.0,26349.0,2.52
4004,New Jersey,34.0,2014.0,2014.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,26349.0,0.92
4005,New Jersey,34.0,2014.0,2014.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,22.0,26349.0,0.84
4006,New Jersey,34.0,2014.0,2014.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,61.0,34565.0,1.78
4007,New Jersey,34.0,2014.0,2014.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,34565.0,0.44 (Unreliable)
4008,New Jersey,34.0,2014.0,2014.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,34565.0,0.29 (Unreliable)
4009,New Jersey,34.0,2014.0,2014.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,46.0,18659.0,2.47
4010,New Jersey,34.0,2014.0,2014.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,18659.0,0.76 (Unreliable)
4011,New Jersey,34.0,2014.0,2014.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,13.0,4251.0,3.13 (Unreliable)
4012,New Jersey,34.0,2015.0,2015.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,40.0,14728.0,2.73
4013,New Jersey,34.0,2015.0,2015.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,14728.0,0.90 (Unreliable)
4014,New Jersey,34.0,2015.0,2015.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,20.0,14728.0,1.36
4015,New Jersey,34.0,2015.0,2015.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,79.0,26454.0,3.00
4016,New Jersey,34.0,2015.0,2015.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,26454.0,0.46 (Unreliable)
