Notes,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
,New Mexico,35,2013,2013,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15,5251,2.91 (Unreliable)
,New Mexico,35,2014,2014,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,20,7431,2.70
,New Mexico,35,2014,2014,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7431,1.35 (Unreliable)
,New Mexico,35,2014,2014,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,21,7537,2.79
,New Mexico,35,2014,2014,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15,5544,2.71 (Unreliable)
,New Mexico,35,2015,2015,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11,7157,1.55 (Unreliable)
,New Mexico,35,2015,2015,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,12,7613,1.58 (Unreliable)
,New Mexico,35,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13,5638,2.31 (Unreliable)
,New Mexico,35,2016,2016,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,20,6527,3.10
,New Mexico,35,2016,2016,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20,7353,2.76
,New Mexico,35,2016,2016,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7353,1.38 (Unreliable)
,New Mexico,35,2016,2016,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13,5632,2.33 (Unreliable)
,New Mexico,35,2017,2017,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,15,6054,2.48 (Unreliable)
,New Mexico,35,2017,2017,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,6054,1.66 (Unreliable)
,New Mexico,35,2017,2017,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11,7213,1.53 (Unreliable)
,New Mexico,35,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,21,5406,3.90
,New Mexico,35,2018,2018,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,20,5641,3.58
,New Mexico,35,2018,2018,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,17,7064,2.44 (Unreliable)
,New Mexico,35,2018,2018,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11,5381,2.04 (Unreliable)
,New Mexico,35,2018,2018,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,10,2653,3.79 (Unreliable)
,New Mexico,35,2019,2019,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,12,5513,2.21 (Unreliable)
,New Mexico,35,2019,2019,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,14,6983,2.04 (Unreliable)
,New Mexico,35,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14,5566,2.56 (Unreliable)
,New Mexico,35,2019,2019,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,12,2656,4.60 (Unreliable)
,New York,36,2007,2007,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,91,17621,5.15
,New York,36,2007,2007,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,17621,1.03 (Unreliable)
,New York,36,2007,2007,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,21,17621,1.20
,New York,36,2007,2007,20-24 years,20-24,Diseases of the circulatory system,I00-I99,11,51659,0.21 (Unreliable)
,New York,36,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,174,51659,3.37
,New York,36,2007,2007,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,62,51659,1.20
,New York,36,2007,2007,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,47,51659,0.92
,New York,36,2007,2007,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,24,51659,0.47
,New York,36,2007,2007,25-29 years,25-29,Diseases of the respiratory system,J00-J98,12,67509,0.18 (Unreliable)
,New York,36,2007,2007,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,186,67509,2.76
,New York,36,2007,2007,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,52,67509,0.77
,New York,36,2007,2007,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,27,67509,0.40
,New York,36,2007,2007,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,15,67509,0.22 (Unreliable)
,New York,36,2007,2007,30-34 years,30-34,Diseases of the digestive system,K00-K92,15,66378,0.23 (Unreliable)
,New York,36,2007,2007,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,177,66378,2.66
,New York,36,2007,2007,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,65,66378,0.98
,New York,36,2007,2007,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,66378,0.23 (Unreliable)
,New York,36,2007,2007,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,11,66378,0.17 (Unreliable)
,New York,36,2007,2007,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,112,39626,2.82
,New York,36,2007,2007,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,40,39626,1.02
,New York,36,2007,2007,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,29,9657,3.03
,New York,36,2007,2007,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,9657,2.51
,New York,36,2008,2008,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,76,17289,4.42
,New York,36,2008,2008,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,23,17289,1.34
,New York,36,2008,2008,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,17289,1.05 (Unreliable)
,New York,36,2008,2008,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,12,17289,0.70 (Unreliable)
,New York,36,2008,2008,20-24 years,20-24,Diseases of the nervous system,G00-G98,12,51093,0.24 (Unreliable)
,New York,36,2008,2008,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,149,51093,2.91
,New York,36,2008,2008,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,57,51093,1.12
,New York,36,2008,2008,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,49,51093,0.97
,New York,36,2008,2008,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,11,51093,0.22 (Unreliable)
,New York,36,2008,2008,25-29 years,25-29,Diseases of the digestive system,K00-K92,10,66360,0.15 (Unreliable)
,New York,36,2008,2008,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,181,66360,2.72
,New York,36,2008,2008,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,55,66360,0.83
,New York,36,2008,2008,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,43,66360,0.65
,New York,36,2008,2008,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,66360,0.26 (Unreliable)
,New York,36,2008,2008,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,155,65736,2.35
,New York,36,2008,2008,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,57,65736,0.87
,New York,36,2008,2008,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,65736,0.23 (Unreliable)
,New York,36,2008,2008,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10,65736,0.15 (Unreliable)
,New York,36,2008,2008,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,126,39119,3.23
,New York,36,2008,2008,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,50,39119,1.29
,New York,36,2008,2008,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,39119,0.31 (Unreliable)
,New York,36,2008,2008,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,35,9718,3.62
,New York,36,2008,2008,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,9718,2.48
,New York,36,2009,2009,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,79,16306,4.83
,New York,36,2009,2009,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,16306,1.48
,New York,36,2009,2009,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,19,16306,1.17 (Unreliable)
,New York,36,2009,2009,20-24 years,20-24,Diseases of the circulatory system,I00-I99,10,49746,0.20 (Unreliable)
,New York,36,2009,2009,20-24 years,20-24,Diseases of the respiratory system,J00-J98,11,49746,0.22 (Unreliable)
,New York,36,2009,2009,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,159,49746,3.20
,New York,36,2009,2009,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,54,49746,1.09
,New York,36,2009,2009,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,51,49746,1.03
,New York,36,2009,2009,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,12,49746,0.24 (Unreliable)
,New York,36,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,171,66055,2.59
,New York,36,2009,2009,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,53,66055,0.81
,New York,36,2009,2009,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,37,66055,0.56
,New York,36,2009,2009,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,66055,0.26 (Unreliable)
,New York,36,2009,2009,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,183,67029,2.73
,New York,36,2009,2009,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,45,67029,0.68
,New York,36,2009,2009,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,67029,0.24 (Unreliable)
,New York,36,2009,2009,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10,67029,0.15 (Unreliable)
,New York,36,2009,2009,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,120,38023,3.16
,New York,36,2009,2009,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36,38023,0.95
,New York,36,2009,2009,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,29,9880,2.95
,New York,36,2009,2009,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,9880,1.53 (Unreliable)
,New York,36,2010,2010,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,72,15126,4.77
,New York,36,2010,2010,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,15126,0.93 (Unreliable)
,New York,36,2010,2010,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,15126,0.67 (Unreliable)
,New York,36,2010,2010,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,17,15126,1.13 (Unreliable)
,New York,36,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,154,48047,3.21
,New York,36,2010,2010,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,52,48047,1.09
,New York,36,2010,2010,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,41,48047,0.85
,New York,36,2010,2010,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,27,48047,0.57
,New York,36,2010,2010,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,14,64552,0.22 (Unreliable)
,New York,36,2010,2010,25-29 years,25-29,Diseases of the respiratory system,J00-J98,10,64552,0.16 (Unreliable)
,New York,36,2010,2010,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,142,64552,2.20
,New York,36,2010,2010,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,49,64552,0.76
,New York,36,2010,2010,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,29,64552,0.45
,New York,36,2010,2010,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,13,64552,0.20 (Unreliable)
,New York,36,2010,2010,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,189,67621,2.80
,New York,36,2010,2010,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,54,67621,0.80
,New York,36,2010,2010,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,67621,0.16 (Unreliable)
,New York,36,2010,2010,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,108,38049,2.84
,New York,36,2010,2010,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,38049,0.82
,New York,36,2010,2010,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,35,9935,3.53
,New York,36,2010,2010,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,9935,1.62 (Unreliable)
,New York,36,2011,2011,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,65,13718,4.76
,New York,36,2011,2011,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,13718,1.17 (Unreliable)
,New York,36,2011,2011,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,13718,1.10 (Unreliable)
,New York,36,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,163,46161,3.53
,New York,36,2011,2011,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,39,46161,0.85
,New York,36,2011,2011,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,32,46161,0.70
,New York,36,2011,2011,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,24,46161,0.52
,New York,36,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,164,64659,2.54
,New York,36,2011,2011,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,57,64659,0.89
,New York,36,2011,2011,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,32,64659,0.50
,New York,36,2011,2011,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,15,64659,0.23 (Unreliable)
,New York,36,2011,2011,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,12,68134,0.18 (Unreliable)
,New York,36,2011,2011,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,165,68134,2.42
,New York,36,2011,2011,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,48,68134,0.71
